review,sentiment
"There were elements where this film moved a bit slower than it maybe should have, but in a way, it helped you take a deep breath before you headed into the storm that was the final few scenes. I laughed, I cried, and then I cried some more before saying goodbye to some of the characters who had been with me for over ten years. All I can say is thank you to these wonderful movies for being everything they were and everything they will always be.",positive
Beginning of endgame was strong but then everything fell apart. Way too much talking with too little action until the final hour - after infinity war ending I was expecting more. Time travel is such a lazy and annoying cliche. Agh.The final fight in endgame was incredible though. As a package endgame is an alright movie but infinity war was better,positive
Love most of the marvel movies so far (except captain marvel) but this was a total let down :(,negative
"Saw Endgame twice yesterday!
The action, the humour, the drama, the emotions are off the charts!
Epic doesn't even comes close when talking about this Marvel of a superhero movie!
Avengers Assemble!",positive
I liked the movie a lot. Surely it is a sequel to (Avengers: Infinity War) where it is a single long film. The battle where Thanos was killed was fantastic. I am very sad on Tony Stark but I am proud that his end was worth.,positive
I dan't believe this only has an average rating of 8.8. Probably the best movie in it's genre.,positive
This had everything twist drama action and you know it over three hours long,positive
"Perfection
That is all i can say
I love u 3000 Avengers",positive
"Infinity was was better than end game.
what you have done with thor is not good",positive
The movie is good. I think Disney gets that fans felt that Captain Marvel is an intruder within the series. Iron Man and Captain America lead the show with class and good dialog. Nebula steals the film in my estimation. There's a little pandering towards an all female avengers film but it doesn't hurt the film in general. So why 7? I didn't like the treatment they gave to Thor. I think that was lazy writing.,positive
"Left me shocked despite the theories building up to the film. I'm mentally exhausted from watching it but my god, they definitely end on a high! I couldn't have asked for a better ending.",positive
"A movie made for Disney (The Studio) and not for the fans!Filled with politically motivated scenes and themes of diversity that
didn't need to be.... Heroes torn down and completely dismantled specifically
Thor and The Hulk who most Marvel Comic fans will barely recognize. With Chris Evans and Robert Downey Jr.'s contracts and desire to play their characters expiring this story line was forced to say good bye.It actually started promising enough picking up immediately where IW left off but then got side tracked and mired in too much nostalgia burdened with an homage to 10 years of Marvel Movies making the story disjointed and prolonged.Tony Stark's funeral was the burial of this Franchise, Stan Lee and Marvel movies. R.I.P. Marvel 2019!",positive
